"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2019 in 1000 USD ","2020 in 1000 USD ","2021 in 1000 USD ","2022 in 1000 USD ","2023 in 1000 USD "
"H3","ABW","280300","Aruba","COL","Colombia","Import",5,0.012,,,,
"H3","ABW","280300","Aruba","NLD","Netherlands","Import",5,,,3.083,,
"H3","ABW","280300","Aruba","PAN","Panama","Import",5,0.623,,,,
"H3","ABW","280300","Aruba","UNS","Unspecified","Import",5,,,,0.035,0.032
"H3","ABW","280300","Aruba","USA","United States","Import",5,8.177,14.065,26.661,0.089,
"H3","ABW","280300","Aruba","WLD"," World","Import",5,8.812,14.065,29.744,0.124,0.032
"H3","AGO","280300","Angola","BMU","Bermuda","Import",5,,,,1.797,
"H3","AGO","280300","Angola","CHN","China","Import",5,1.388,74.652,,13.263,31.193
"H3","AGO","280300","Angola","DEU","Germany","Import",5,,,,,1
"H3","AGO","280300","Angola","ESP","Spain","Import",5,1.659,2.366,4.716,,
"H3","AGO","280300","Angola","FRA","France","Import",5,0.04,,,,
"H3","AGO","280300","Angola","GBR","United Kingdom","Import",5,31.229,,20.701,1.262,4.302
"H3","AGO","280300","Angola","IND","India","Import",5,6.244,14.281,,57.353,12.639
"H3","AGO","280300","Angola","ISR","Israel","Import",5,,,,1.357,
"H3","AGO","280300","Angola","LBN","Lebanon","Import",5,,1.041,7.658,3.408,1.816
"H3","AGO","280300","Angola","NLD","Netherlands","Import",5,,0.349,,,
"H3","AGO","280300","Angola","PRT","Portugal","Import",5,0.135,,,9.3,41.296
"H3","AGO","280300","Angola","WLD"," World","Import",5,40.696,92.702,55.169,93.19,92.246
"H3","AGO","280300","Angola","ZAF","South Africa","Import",5,,0.013,22.095,5.451,
"H3","ALB","280300","Albania","GRC","Greece","Import",5,10.949,18.724,,,
"H3","ALB","280300","Albania","WLD"," World","Import",5,10.949,18.724,,,
"H3","AND","280300","Andorra","DEU","Germany","Import",5,,0.206,,,
"H3","AND","280300","Andorra","WLD"," World","Import",5,,0.206,,,
"H3","ARE","280300","United Arab Emirates","AFG","Afghanistan","Export",6,0,0,0,,0
"H3","ARE","280300","United Arab Emirates","AZE","Azerbaijan","Export",6,0,8.436,,1.201,0
"H3","ARE","280300","United Arab Emirates","BDI","Burundi","Export",6,0,,,,
"H3","ARE","280300","United Arab Emirates","BEL","Belgium","Export",6,0,0,0,,
"H3","ARE","280300","United Arab Emirates","BEL","Belgium","Import",5,24.921,,,3.146,
"H3","ARE","280300","United Arab Emirates","BEN","Benin","Export",6,,,0,0,0
"H3","ARE","280300","United Arab Emirates","BFA","Burkina Faso","Export",6,,,,,0
"H3","ARE","280300","United Arab Emirates","BHR","Bahrain","Export",6,0,0,0,0,13.07
"H3","ARE","280300","United Arab Emirates","BRA","Brazil","Export",6,,,,,0
"H3","ARE","280300","United Arab Emirates","CAN","Canada","Export",6,,0,,,
"H3","ARE","280300","United Arab Emirates","CAN","Canada","Import",5,36.603,,61.089,30.56,12.871
"H3","ARE","280300","United Arab Emirates","CHE","Switzerland","Import",5,,,,,2.221
"H3","ARE","280300","United Arab Emirates","CHN","China","Export",6,0,0,,,
"H3","ARE","280300","United Arab Emirates","CHN","China","Import",5,5372.252,2437.649,3466.812,4178.888,2425.389
"H3","ARE","280300","United Arab Emirates","COG","Congo, Rep.","Export",6,,,,0,
"H3","ARE","280300","United Arab Emirates","COL","Colombia","Import",5,19.782,128.976,17.633,,
"H3","ARE","280300","United Arab Emirates","CZE","Czech Republic","Import",5,11.011,17.39,,,11.41
"H3","ARE","280300","United Arab Emirates","DEU","Germany","Export",6,,0,,,
"H3","ARE","280300","United Arab Emirates","DEU","Germany","Import",5,5186.719,2500.601,2640.261,2961.201,2732.593
"H3","ARE","280300","United Arab Emirates","DJI","Djibouti","Export",6,,,,0,
"H3","ARE","280300","United Arab Emirates","DZA","Algeria","Export",6,,,,,0
"H3","ARE","280300","United Arab Emirates","EGY","Egypt, Arab Rep.","Export",6,0,0,0,0,0
"H3","ARE","280300","United Arab Emirates","EGY","Egypt, Arab Rep.","Import",5,,31.111,573.642,69.473,35.001
"H3","ARE","280300","United Arab Emirates","ESP","Spain","Import",5,0.532,0.039,0.032,0.072,0.389
"H3","ARE","280300","United Arab Emirates","ETH","Ethiopia(excludes Eritrea)","Export",6,0,,0,0,0
"H3","ARE","280300","United Arab Emirates","FIN","Finland","Import",5,,,1.986,,
"H3","ARE","280300","United Arab Emirates","FRA","France","Import",5,2865.951,2739.794,4276.94,3352.914,1371.428
"H3","ARE","280300","United Arab Emirates","GAB","Gabon","Export",6,,,,,0
"H3","ARE","280300","United Arab Emirates","GBR","United Kingdom","Export",6,0,,,,
"H3","ARE","280300","United Arab Emirates","GBR","United Kingdom","Import",5,,43.798,43.102,81.565,135.442
"H3","ARE","280300","United Arab Emirates","HKG","Hong Kong, China","Export",6,0,,,,
"H3","ARE","280300","United Arab Emirates","HUN","Hungary","Import",5,14445.184,14318.326,28907.882,36412.805,23055.594
"H3","ARE","280300","United Arab Emirates","IDN","Indonesia","Import",5,,40.377,65.709,,
"H3","ARE","280300","United Arab Emirates","IND","India","Export",6,0,0,10.559,294.496,0
"H3","ARE","280300","United Arab Emirates","IND","India","Import",5,12020.677,7589.069,7458.111,25857.559,29494.997
"H3","ARE","280300","United Arab Emirates","IRN","Iran, Islamic Rep.","Export",6,0,0,0,0,0
"H3","ARE","280300","United Arab Emirates","IRN","Iran, Islamic Rep.","Import",5,36.803,,,44.061,1.171
"H3","ARE","280300","United Arab Emirates","IRQ","Iraq","Export",6,2.995,10.208,11.368,75.344,21.726
"H3","ARE","280300","United Arab Emirates","IRQ","Iraq","Import",5,23.476,2.906,,,
"H3","ARE","280300","United Arab Emirates","ITA","Italy","Export",6,0,,,,
"H3","ARE","280300","United Arab Emirates","ITA","Italy","Import",5,62.601,608.635,,316.601,2.01
"H3","ARE","280300","United Arab Emirates","JOR","Jordan","Export",6,0,0,0,0,0
"H3","ARE","280300","United Arab Emirates","JPN","Japan","Import",5,2.392,,,58.266,35.217
"H3","ARE","280300","United Arab Emirates","KEN","Kenya","Export",6,,0,0,0,0
"H3","ARE","280300","United Arab Emirates","KOR","Korea, Rep.","Import",5,389.469,801.406,355.585,200.295,184.531
"H3","ARE","280300","United Arab Emirates","KWT","Kuwait","Export",6,0,0,0,0,0
"H3","ARE","280300","United Arab Emirates","LBN","Lebanon","Export",6,,,0,0,
"H3","ARE","280300","United Arab Emirates","LBR","Liberia","Export",6,,,0,,
"H3","ARE","280300","United Arab Emirates","LVA","Latvia","Import",5,1.081,,,,
"H3","ARE","280300","United Arab Emirates","MDG","Madagascar","Export",6,,,0,,0
"H3","ARE","280300","United Arab Emirates","MUS","Mauritius","Export",6,0,0,0,,
"H3","ARE","280300","United Arab Emirates","MYS","Malaysia","Import",5,,,,4.036,
"H3","ARE","280300","United Arab Emirates","NGA","Nigeria","Export",6,,,0,191.302,
"H3","ARE","280300","United Arab Emirates","NLD","Netherlands","Export",6,,0,,,
"H3","ARE","280300","United Arab Emirates","NLD","Netherlands","Import",5,1789.447,1778.564,299.188,1936.153,224.981
"H3","ARE","280300","United Arab Emirates","NOR","Norway","Import",5,2.603,,0.609,0.919,
"H3","ARE","280300","United Arab Emirates","NPL","Nepal","Export",6,,,,0,
"H3","ARE","280300","United Arab Emirates","OAS","Other Asia, nes","Import",5,,,22.196,,
"H3","ARE","280300","United Arab Emirates","OMN","Oman","Export",6,0,0,0,0,0
"H3","ARE","280300","United Arab Emirates","OMN","Oman","Import",5,,,36.485,,
"H3","ARE","280300","United Arab Emirates","PAK","Pakistan","Export",6,0,17.738,22.193,222.899,
"H3","ARE","280300","United Arab Emirates","PHL","Philippines","Export",6,,,340.601,,
"H3","ARE","280300","United Arab Emirates","POL","Poland","Import",5,,,15.52,,
"H3","ARE","280300","United Arab Emirates","QAT","Qatar","Export",6,,,0,0,0
"H3","ARE","280300","United Arab Emirates","RUS","Russian Federation","Export",6,,0,,,
"H3","ARE","280300","United Arab Emirates","RUS","Russian Federation","Import",5,1940.859,1675.163,2429.164,486.473,1030.005
"H3","ARE","280300","United Arab Emirates","RWA","Rwanda","Export",6,,,0,,
"H3","ARE","280300","United Arab Emirates","SAU","Saudi Arabia","Export",6,2321.148,0,282.155,3.334,134.813
"H3","ARE","280300","United Arab Emirates","SAU","Saudi Arabia","Import",5,449.155,94.453,983.599,1823.552,1183.177
"H3","ARE","280300","United Arab Emirates","SGP","Singapore","Import",5,,,44.486,2200.363,1297.626
"H3","ARE","280300","United Arab Emirates","SOM","Somalia","Export",6,0,0.517,0,0,0
"H3","ARE","280300","United Arab Emirates","SUD","Sudan","Export",6,0,0,0,0,0
"H3","ARE","280300","United Arab Emirates","SWE","Sweden","Import",5,3827.76,1189.089,,1136.329,0.046
"H3","ARE","280300","United Arab Emirates","SYC","Seychelles","Export",6,0,2.057,,,0
"H3","ARE","280300","United Arab Emirates","SYR","Syrian Arab Republic","Export",6,,,0,0,
"H3","ARE","280300","United Arab Emirates","THA","Thailand","Import",5,12.922,1.701,,,21.856
"H3","ARE","280300","United Arab Emirates","TKM","Turkmenistan","Import",5,,,40.726,,
"H3","ARE","280300","United Arab Emirates","TUN","Tunisia","Export",6,,,,,0
"H3","ARE","280300","United Arab Emirates","TUR","Turkey","Export",6,,0,,,
"H3","ARE","280300","United Arab Emirates","TUR","Turkey","Import",5,0.218,,,30.701,40.531
"H3","ARE","280300","United Arab Emirates","TZA","Tanzania","Export",6,0,0,0,0,0
"H3","ARE","280300","United Arab Emirates","UGA","Uganda","Export",6,0,,,0,
"H3","ARE","280300","United Arab Emirates","USA","United States","Import",5,4331.395,1621.582,4174.806,2547.988,3385.268
"H3","ARE","280300","United Arab Emirates","UZB","Uzbekistan","Export",6,,,0,0,0
"H3","ARE","280300","United Arab Emirates","WLD"," World","Export",6,2324.144,38.957,666.875,788.575,169.609
"H3","ARE","280300","United Arab Emirates","WLD"," World","Import",5,52853.815,37620.65,55915.606,83736.564,66683.755
"H3","ARE","280300","United Arab Emirates","ZAF","South Africa","Import",5,,0.022,0.041,2.642,
"H3","ARG","280300","Argentina","ARG","Argentina","Import",5,,,0,,0
"H3","ARG","280300","Argentina","BOL","Bolivia","Export",6,,,,23.92,
"H3","ARG","280300","Argentina","BRA","Brazil","Export",6,,12792.616,3552.811,34332.38,
"H3","ARG","280300","Argentina","BRA","Brazil","Import",5,2287.568,5479.131,2778.168,1714.395,6791.183
"H3","ARG","280300","Argentina","CAN","Canada","Import",5,200.768,171.289,292.849,406.204,407.721
"H3","ARG","280300","Argentina","CHE","Switzerland","Import",5,,0.157,,,
"H3","ARG","280300","Argentina","CHL","Chile","Export",6,,15404.968,,,34519.077
"H3","ARG","280300","Argentina","CHL","Chile","Import",5,,,,1.998,1.065
"H3","ARG","280300","Argentina","CHN","China","Import",5,331.49,94.27,187.395,1934.366,640.507
"H3","ARG","280300","Argentina","COL","Colombia","Import",5,,,88.987,1828.721,
"H3","ARG","280300","Argentina","CZE","Czech Republic","Import",5,0.54,,,,
"H3","ARG","280300","Argentina","DEU","Germany","Import",5,332.277,272.907,399.725,608.635,427.53
"H3","ARG","280300","Argentina","ESP","Spain","Import",5,,0.032,,,
"H3","ARG","280300","Argentina","FRA","France","Import",5,559.007,277.351,1137.784,327.231,
"H3","ARG","280300","Argentina","GBR","United Kingdom","Import",5,30.61,29.1,64.689,37.544,89.286
"H3","ARG","280300","Argentina","IND","India","Import",5,69.585,163.058,3049.677,1018.712,3.677
"H3","ARG","280300","Argentina","ITA","Italy","Import",5,,,18.008,0.17,
"H3","ARG","280300","Argentina","JPN","Japan","Import",5,673.284,845.015,967.883,838.652,150.893
"H3","ARG","280300","Argentina","KOR","Korea, Rep.","Import",5,28.859,19.54,114.887,36.165,35.465
"H3","ARG","280300","Argentina","MEX","Mexico","Import",5,21.333,9.434,,,
"H3","ARG","280300","Argentina","NLD","Netherlands","Import",5,93.182,110.984,183.243,423.19,188.77
"H3","ARG","280300","Argentina","PRY","Paraguay","Export",6,163.562,193.508,34.932,159.043,345.341
"H3","ARG","280300","Argentina","RUS","Russian Federation","Import",5,92.632,15.96,190.565,533.87,158.242
"H3","ARG","280300","Argentina","URY","Uruguay","Export",6,278.551,,96.184,347.309,258.711
"H3","ARG","280300","Argentina","USA","United States","Import",5,979.988,693.745,1334.408,1390.411,676.299
"H3","ARG","280300","Argentina","VEN","Venezuela","Import",5,,,259.056,,
"H3","ARG","280300","Argentina","WLD"," World","Export",6,442.113,28391.093,3683.927,34862.653,35123.129
"H3","ARG","280300","Argentina","WLD"," World","Import",5,5703.359,8183.709,11076.476,11104.26,9573.447
"H3","ARG","280300","Argentina","ZAF","South Africa","Import",5,2.236,1.735,9.151,3.995,2.809
"H3","ARM","280300","Armenia","CHN","China","Import",5,4.44,,0.498,2.5,0.002
"H3","ARM","280300","Armenia","CUW","Curaçao","Import",5,,,4.936,,
"H3","ARM","280300","Armenia","DEU","Germany","Import",5,,,,,1.557
"H3","ARM","280300","Armenia","IND","India","Import",5,,,1.339,,4.623
"H3","ARM","280300","Armenia","IRN","Iran, Islamic Rep.","Import",5,5.202,3.152,2.295,100.674,2.955
"H3","ARM","280300","Armenia","RUS","Russian Federation","Export",6,,,,0.31,
"H3","ARM","280300","Armenia","RUS","Russian Federation","Import",5,33.33,29.768,62.662,88.518,21.207
"H3","ARM","280300","Armenia","TUR","Turkey","Import",5,0.4,,,0.548,5.61
"H3","ARM","280300","Armenia","USA","United States","Import",5,,,,0.214,
"H3","ARM","280300","Armenia","WLD"," World","Export",6,,,,0.31,
"H3","ARM","280300","Armenia","WLD"," World","Import",5,43.372,32.92,71.73,192.453,35.954
"H3","ATG","280300","Antigua and Barbuda","USA","United States","Import",5,,,,2.509,
"H3","ATG","280300","Antigua and Barbuda","WLD"," World","Import",5,,,,2.509,
"H3","AUS","280300","Australia","AUS","Australia","Import",5,0,0,0,0,0
"H3","AUS","280300","Australia","AUT","Austria","Import",5,,,,1.032,
"H3","AUS","280300","Australia","AZE","Azerbaijan","Export",6,,,0.092,,
"H3","AUS","280300","Australia","BEL","Belgium","Export",6,583.919,380.769,503,1104.663,3245.964
"H3","AUS","280300","Australia","BEL","Belgium","Import",5,16.838,41.2,13.553,,2.607
"H3","AUS","280300","Australia","CAN","Canada","Import",5,70.514,35.448,63.105,134.794,14.321
"H3","AUS","280300","Australia","CHE","Switzerland","Import",5,,,43.188,,
"H3","AUS","280300","Australia","CHL","Chile","Export",6,,,,7.231,
"H3","AUS","280300","Australia","CHN","China","Import",5,7954.513,6268.611,4866.686,6272.087,5980.829
"H3","AUS","280300","Australia","CZE","Czech Republic","Import",5,108.402,55.199,19.184,103.774,120.564
"H3","AUS","280300","Australia","DEU","Germany","Export",6,,1160.894,108.599,0.003,85.86
"H3","AUS","280300","Australia","DEU","Germany","Import",5,1073.5,1034.571,1190.445,1328.417,1268.244
"H3","AUS","280300","Australia","DNK","Denmark","Import",5,2.585,52.736,151.573,58.055,75.966
"H3","AUS","280300","Australia","FJI","Fiji","Export",6,4.875,,,,
"H3","AUS","280300","Australia","FRA","France","Import",5,1.074,,,,
"H3","AUS","280300","Australia","GBR","United Kingdom","Export",6,,,,,0.043
"H3","AUS","280300","Australia","GBR","United Kingdom","Import",5,7.133,221.688,483.421,371.839,385.387
"H3","AUS","280300","Australia","GEO","Georgia","Export",6,22.245,,,,
"H3","AUS","280300","Australia","GHA","Ghana","Export",6,,,,,4.893
"H3","AUS","280300","Australia","IDN","Indonesia","Export",6,,0.273,11.133,,
"H3","AUS","280300","Australia","IDN","Indonesia","Import",5,43.399,137.086,100.326,27.683,153.934
"H3","AUS","280300","Australia","IND","India","Export",6,126.044,6.353,,,6.217
"H3","AUS","280300","Australia","IND","India","Import",5,5467.134,4344.189,5757.903,5582.677,4328.362
"H3","AUS","280300","Australia","ISR","Israel","Export",6,,,,62.877,
"H3","AUS","280300","Australia","ISR","Israel","Import",5,,,,0.948,
"H3","AUS","280300","Australia","JPN","Japan","Import",5,300.406,242.887,284.983,333.653,224.013
"H3","AUS","280300","Australia","KOR","Korea, Rep.","Import",5,158.619,569.664,1159.646,771.998,945.874
"H3","AUS","280300","Australia","LVA","Latvia","Import",5,,,,,3.977
"H3","AUS","280300","Australia","MYS","Malaysia","Export",6,8.828,46.234,10.354,6.538,4.584
"H3","AUS","280300","Australia","MYS","Malaysia","Import",5,42.812,2.519,36.985,23.486,26.824
"H3","AUS","280300","Australia","NCL","New Caledonia","Export",6,,,3.489,,
"H3","AUS","280300","Australia","NLD","Netherlands","Import",5,405.557,169.442,308.862,253.831,172.434
"H3","AUS","280300","Australia","NZL","New Zealand","Export",6,7.969,73.793,198.719,149.616,67.927
"H3","AUS","280300","Australia","NZL","New Zealand","Import",5,,62.078,,,7.257
"H3","AUS","280300","Australia","OAS","Other Asia, nes","Import",5,243.125,291.033,551.467,245.631,182.438
"H3","AUS","280300","Australia","PHL","Philippines","Import",5,,,,4.333,
"H3","AUS","280300","Australia","PNG","Papua New Guinea","Export",6,,,,9.218,3.178
"H3","AUS","280300","Australia","RUS","Russian Federation","Import",5,2.014,54.035,,,
"H3","AUS","280300","Australia","SGP","Singapore","Import",5,,,,26.665,9.752
"H3","AUS","280300","Australia","SWE","Sweden","Import",5,,,,1.572,2.7
"H3","AUS","280300","Australia","THA","Thailand","Export",6,0.01,0.078,,0.117,
"H3","AUS","280300","Australia","THA","Thailand","Import",5,3041.61,2224.29,3029.471,5046.952,4268.588
"H3","AUS","280300","Australia","TUR","Turkey","Export",6,,,,3.526,
"H3","AUS","280300","Australia","TUR","Turkey","Import",5,,,,,1.647
"H3","AUS","280300","Australia","USA","United States","Export",6,,2.768,3.615,,
"H3","AUS","280300","Australia","USA","United States","Import",5,937.078,830.051,1036.415,816.689,543.993
"H3","AUS","280300","Australia","WLD"," World","Export",6,1080.392,1671.161,839.002,1343.788,3418.666
"H3","AUS","280300","Australia","WLD"," World","Import",5,19876.311,16636.727,19130.515,21406.114,18719.709
"H3","AUS","280300","Australia","ZAF","South Africa","Export",6,326.502,,,,
"H3","AUS","280300","Australia","ZAF","South Africa","Import",5,,,33.301,,
"H3","AUT","280300","Austria","AUS","Australia","Import",5,,,0.235,,
"H3","AUT","280300","Austria","AZE","Azerbaijan","Export",6,0.265,,,,
"H3","AUT","280300","Austria","BEL","Belgium","Export",6,0.114,,,,
"H3","AUT","280300","Austria","BEL","Belgium","Import",5,191.485,220.729,304.235,363.893,284.872
"H3","AUT","280300","Austria","BGR","Bulgaria","Export",6,0.203,1.509,0.866,241.708,0.953
"H3","AUT","280300","Austria","BGR","Bulgaria","Import",5,,,,1.906,
"H3","AUT","280300","Austria","BIH","Bosnia and Herzegovina","Import",5,,0.982,,,
"H3","AUT","280300","Austria","BLR","Belarus","Import",5,,,2.137,5.22,
"H3","AUT","280300","Austria","CAN","Canada","Import",5,4569.309,2991.795,5326.062,3320.135,1798.268
"H3","AUT","280300","Austria","CHE","Switzerland","Export",6,3.732,0.32,2.231,1.019,1.73
"H3","AUT","280300","Austria","CHE","Switzerland","Import",5,0.024,1.272,0.07,38.608,0.025
"H3","AUT","280300","Austria","CHN","China","Export",6,169.911,295.846,407.7,281.982,139.758
"H3","AUT","280300","Austria","CHN","China","Import",5,103.301,222.466,261.312,555.481,4853.321
"H3","AUT","280300","Austria","CUB","Cuba","Export",6,,,,0.205,
"H3","AUT","280300","Austria","CYP","Cyprus","Export",6,,,,,0.168
"H3","AUT","280300","Austria","CZE","Czech Republic","Export",6,58.503,134.508,112.296,91.632,33.272
"H3","AUT","280300","Austria","CZE","Czech Republic","Import",5,2146.849,1858.702,2525.504,3455.669,5362.439
"H3","AUT","280300","Austria","DEU","Germany","Export",6,655.92,555.07,493.56,327.487,758.642
"H3","AUT","280300","Austria","DEU","Germany","Import",5,3985.726,3458.959,4857.983,4570.506,4442.324
"H3","AUT","280300","Austria","DNK","Denmark","Import",5,,,0.082,,
"H3","AUT","280300","Austria","ESP","Spain","Export",6,0.265,,1.251,0.432,
"H3","AUT","280300","Austria","ESP","Spain","Import",5,70.675,94.266,160.704,73.166,144.885
"H3","AUT","280300","Austria","FRA","France","Export",6,,1.978,,,
"H3","AUT","280300","Austria","FRA","France","Import",5,,0.083,20.961,16.654,84.866
"H3","AUT","280300","Austria","GBR","United Kingdom","Export",6,0.831,1.088,5.211,11.085,0.001
"H3","AUT","280300","Austria","GBR","United Kingdom","Import",5,358.184,292.783,2.08,0.717,4.627
"H3","AUT","280300","Austria","HKG","Hong Kong, China","Import",5,,,0.022,,
"H3","AUT","280300","Austria","HRV","Croatia","Import",5,,,,12.183,
"H3","AUT","280300","Austria","HUN","Hungary","Export",6,47.081,70.123,36.666,14.363,150.189
"H3","AUT","280300","Austria","HUN","Hungary","Import",5,325.005,1368.3,200.251,91.855,8.3
"H3","AUT","280300","Austria","IND","India","Export",6,,,,,0.009
"H3","AUT","280300","Austria","IND","India","Import",5,,,0.207,,14.418
"H3","AUT","280300","Austria","IRN","Iran, Islamic Rep.","Export",6,8.867,,,38.634,
"H3","AUT","280300","Austria","ISR","Israel","Export",6,,,,8.108,
"H3","AUT","280300","Austria","ISR","Israel","Import",5,,,,,0.434
"H3","AUT","280300","Austria","ITA","Italy","Export",6,587.878,7.453,19.08,10.849,11.085
"H3","AUT","280300","Austria","ITA","Italy","Import",5,1318.358,46.414,1801.046,3001.334,2806.999
"H3","AUT","280300","Austria","JAM","Jamaica","Import",5,,,,,0.079
"H3","AUT","280300","Austria","JPN","Japan","Export",6,0.672,0.657,0.651,0.527,0.27
"H3","AUT","280300","Austria","JPN","Japan","Import",5,120.036,64.364,54.165,22.78,1.043
"H3","AUT","280300","Austria","KAZ","Kazakhstan","Export",6,,,,,3.007
"H3","AUT","280300","Austria","KOR","Korea, Rep.","Export",6,0.022,,0.024,,
"H3","AUT","280300","Austria","KOR","Korea, Rep.","Import",5,,1.096,93.75,2.931,16.473
"H3","AUT","280300","Austria","LTU","Lithuania","Export",6,,,0.027,0.198,0.152
"H3","AUT","280300","Austria","LUX","Luxembourg","Import",5,,,,,0.157
"H3","AUT","280300","Austria","LVA","Latvia","Export",6,,,,,0.076
"H3","AUT","280300","Austria","LVA","Latvia","Import",5,20.928,3.539,107.927,99.618,
"H3","AUT","280300","Austria","MEX","Mexico","Import",5,,0.075,,,
"H3","AUT","280300","Austria","MNT","Montenegro","Export",6,0.133,,,,
"H3","AUT","280300","Austria","MYS","Malaysia","Export",6,6.834,,,,
"H3","AUT","280300","Austria","NGA","Nigeria","Export",6,4.655,,,,
"H3","AUT","280300","Austria","NLD","Netherlands","Export",6,,,2.933,,0.104
"H3","AUT","280300","Austria","NLD","Netherlands","Import",5,108.543,79.017,6.815,280.131,1515.367
"H3","AUT","280300","Austria","NZL","New Zealand","Import",5,,,,,1.439
"H3","AUT","280300","Austria","OAS","Other Asia, nes","Export",6,,1.152,,,
"H3","AUT","280300","Austria","POL","Poland","Export",6,91.886,101.447,2.822,,11.6
"H3","AUT","280300","Austria","POL","Poland","Import",5,83.149,118.99,104.613,296.709,196.721
"H3","AUT","280300","Austria","QAT","Qatar","Import",5,0.041,,,,
"H3","AUT","280300","Austria","ROM","Romania","Export",6,8.133,9.314,,10.556,0.072
"H3","AUT","280300","Austria","RUS","Russian Federation","Export",6,,3.272,1.873,0.095,
"H3","AUT","280300","Austria","RUS","Russian Federation","Import",5,3634.413,5278.724,6423.178,6964.318,307.534
"H3","AUT","280300","Austria","SER","Serbia, FR(Serbia/Montenegro)","Export",6,21.678,0.001,1.892,15.602,12.962
"H3","AUT","280300","Austria","SER","Serbia, FR(Serbia/Montenegro)","Import",5,,,,5.862,
"H3","AUT","280300","Austria","SGP","Singapore","Import",5,54.102,54.804,120.119,21.354,
"H3","AUT","280300","Austria","SVK","Slovak Republic","Export",6,10.81,1.848,0.278,25.513,3838.141
"H3","AUT","280300","Austria","SVK","Slovak Republic","Import",5,4238.939,313.803,0.958,,
"H3","AUT","280300","Austria","SVN","Slovenia","Export",6,83.841,63.304,152.09,102.858,53.123
"H3","AUT","280300","Austria","SVN","Slovenia","Import",5,6.722,,4.326,,10.079
"H3","AUT","280300","Austria","THA","Thailand","Import",5,,,,,0.137
"H3","AUT","280300","Austria","TUR","Turkey","Export",6,0.069,2.68,3.476,21.082,0.857
"H3","AUT","280300","Austria","TUR","Turkey","Import",5,37.569,29.401,133.235,294.26,134.759
"H3","AUT","280300","Austria","UKR","Ukraine","Import",5,,,0.043,,0.101
"H3","AUT","280300","Austria","USA","United States","Export",6,0.091,,,,
"H3","AUT","280300","Austria","USA","United States","Import",5,61.013,50.21,117.64,648.447,312.85
"H3","AUT","280300","Austria","VNM","Vietnam","Export",6,33.678,15.469,50.285,,1.362
"H3","AUT","280300","Austria","WLD"," World","Export",6,1796.072,1267.037,1295.213,1203.935,5017.534
"H3","AUT","280300","Austria","WLD"," World","Import",5,21434.371,16551.02,22630.425,24144.32,22302.985
"H3","AUT","280300","Austria","ZAF","South Africa","Import",5,,0.248,0.765,0.584,0.471
"H3","AZE","280300","Azerbaijan","AUS","Australia","Import",5,1.088,,0.094,0.099,
"H3","AZE","280300","Azerbaijan","CAN","Canada","Import",5,1.702,,,,
"H3","AZE","280300","Azerbaijan","CHN","China","Import",5,0.136,0.194,4.876,33.177,10.715
"H3","AZE","280300","Azerbaijan","DEU","Germany","Import",5,69.133,43.467,68.71,76.861,808.68
"H3","AZE","280300","Azerbaijan","IND","India","Import",5,,,,0.15,
"H3","AZE","280300","Azerbaijan","IRN","Iran, Islamic Rep.","Import",5,126.141,105.556,214.529,137.522,103.825
"H3","AZE","280300","Azerbaijan","JPN","Japan","Import",5,8.301,2.757,30.613,,
"H3","AZE","280300","Azerbaijan","NLD","Netherlands","Import",5,,,,,289.176
"H3","AZE","280300","Azerbaijan","OAS","Other Asia, nes","Import",5,,,0.37,,
"H3","AZE","280300","Azerbaijan","POL","Poland","Import",5,,,,0.108,
"H3","AZE","280300","Azerbaijan","RUS","Russian Federation","Export",6,,,,,0.923
"H3","AZE","280300","Azerbaijan","RUS","Russian Federation","Import",5,49.549,93.226,58.121,88.89,241.364
"H3","AZE","280300","Azerbaijan","TKM","Turkmenistan","Import",5,,,,20,
"H3","AZE","280300","Azerbaijan","TUR","Turkey","Import",5,2.631,0.19,8.113,6.881,0.402
"H3","AZE","280300","Azerbaijan","USA","United States","Import",5,3.393,,3.174,2.04,1.103
"H3","AZE","280300","Azerbaijan","VNM","Vietnam","Import",5,,,,,0.858
"H3","AZE","280300","Azerbaijan","WLD"," World","Export",6,,,,,0.923
"H3","AZE","280300","Azerbaijan","WLD"," World","Import",5,262.074,245.39,388.599,365.728,1456.123
"H3","BDI","280300","Burundi","ARE","United Arab Emirates","Import",5,,,,,0.017
"H3","BDI","280300","Burundi","CHN","China","Import",5,,,1.373,1.735,3.18
"H3","BDI","280300","Burundi","IDN","Indonesia","Import",5,,,,0.297,
"H3","BDI","280300","Burundi","IND","India","Import",5,1.613,4.67,2.44,1.136,10.657
"H3","BDI","280300","Burundi","KEN","Kenya","Import",5,,0.663,1.472,2.747,
"H3","BDI","280300","Burundi","KOR","Korea, Rep.","Import",5,,,0.173,0.308,0.733
"H3","BDI","280300","Burundi","TZA","Tanzania","Import",5,,,26.033,13.195,73.881
"H3","BDI","280300","Burundi","UGA","Uganda","Import",5,0.571,2.221,1.383,0.067,
"H3","BDI","280300","Burundi","UNS","Unspecified","Import",5,,,,,0.039
"H3","BDI","280300","Burundi","VNM","Vietnam","Import",5,,,,3.77,0.679
"H3","BDI","280300","Burundi","WLD"," World","Export",6,,2.212,,2.696,0.128
