"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2019 in 1000 USD ","2020 in 1000 USD ","2021 in 1000 USD ","2022 in 1000 USD ","2023 in 1000 USD "
"H3","HKG","280300","Hong Kong, China","NLD","Netherlands","Import",5,475.325,150.321,281.024,112.769,266.958
"H3","HKG","280300","Hong Kong, China","OAS","Other Asia, nes","Export",6,198.483,314.53,177.797,90.329,585.182
"H3","HKG","280300","Hong Kong, China","OAS","Other Asia, nes","Import",5,135.962,58.266,106.236,21.676,22.358
"H3","HKG","280300","Hong Kong, China","PHL","Philippines","Export",6,,33.651,,33.332,
"H3","HKG","280300","Hong Kong, China","ROM","Romania","Export",6,,,2.586,,
"H3","HKG","280300","Hong Kong, China","RUS","Russian Federation","Import",5,,,,,717.995
"H3","HKG","280300","Hong Kong, China","THA","Thailand","Export",6,,,2.475,,
"H3","HKG","280300","Hong Kong, China","THA","Thailand","Import",5,4.519,,8.101,,
"H3","HKG","280300","Hong Kong, China","USA","United States","Export",6,,1.999,6.867,7.232,83.126
"H3","HKG","280300","Hong Kong, China","USA","United States","Import",5,518.207,213.628,226.525,139.372,109.968
"H3","HKG","280300","Hong Kong, China","VNM","Vietnam","Export",6,,,2.516,,
"H3","HKG","280300","Hong Kong, China","VNM","Vietnam","Import",5,,,2.935,,
"H3","HKG","280300","Hong Kong, China","WLD"," World","Export",6,8951.926,7254.533,6378.596,2647.896,2078.973
"H3","HKG","280300","Hong Kong, China","WLD"," World","Import",5,9246.817,7013.2,4406.308,2908.96,2240.255
"H3","HND","280300","Honduras","CRI","Costa Rica","Import",5,,5.541,,,
"H3","HND","280300","Honduras","IND","India","Import",5,11.679,14.086,19.347,,3.422
"H3","HND","280300","Honduras","MEX","Mexico","Import",5,,,0.067,,
"H3","HND","280300","Honduras","USA","United States","Import",5,117.209,,,,
"H3","HND","280300","Honduras","WLD"," World","Import",5,128.888,19.627,19.414,,3.422
"H3","HRV","280300","Croatia","AUT","Austria","Import",5,10.376,7.808,4.84,13.864,19.211
"H3","HRV","280300","Croatia","BEL","Belgium","Import",5,8.91,10.193,7.717,9.315,23.298
"H3","HRV","280300","Croatia","BIH","Bosnia and Herzegovina","Export",6,4.318,5.364,13.091,8.171,
"H3","HRV","280300","Croatia","CHE","Switzerland","Export",6,,,,3.327,
"H3","HRV","280300","Croatia","CHN","China","Import",5,0.998,,,0.626,16.744
"H3","HRV","280300","Croatia","CZE","Czech Republic","Import",5,0.144,1.518,5.533,6.972,5.67
"H3","HRV","280300","Croatia","DEU","Germany","Export",6,,,,30.457,
"H3","HRV","280300","Croatia","DEU","Germany","Import",5,434.074,113.368,355.338,1139.508,715.592
"H3","HRV","280300","Croatia","DNK","Denmark","Import",5,19.128,19.492,27.728,,
"H3","HRV","280300","Croatia","ESP","Spain","Import",5,17.871,29.5,27.894,,
"H3","HRV","280300","Croatia","FRA","France","Import",5,,,0.186,,
"H3","HRV","280300","Croatia","GBR","United Kingdom","Export",6,,,1.052,0.055,
"H3","HRV","280300","Croatia","GBR","United Kingdom","Import",5,,0.946,,,
"H3","HRV","280300","Croatia","HUN","Hungary","Export",6,140.689,,,18.192,
"H3","HRV","280300","Croatia","HUN","Hungary","Import",5,1514.504,1878.619,2758.364,2506.696,2518.891
"H3","HRV","280300","Croatia","IND","India","Import",5,94.462,0.429,,,105.555
"H3","HRV","280300","Croatia","IRN","Iran, Islamic Rep.","Import",5,,,,22.131,
"H3","HRV","280300","Croatia","ITA","Italy","Import",5,86.451,121.124,220.903,155.436,256.455
"H3","HRV","280300","Croatia","KOR","Korea, Rep.","Import",5,,1.905,0.998,,1.455
"H3","HRV","280300","Croatia","LTU","Lithuania","Import",5,,,,4.249,
"H3","HRV","280300","Croatia","NLD","Netherlands","Import",5,,,,23.051,559.607
"H3","HRV","280300","Croatia","POL","Poland","Import",5,272.449,0.445,294.5,154.894,146.812
"H3","HRV","280300","Croatia","PRT","Portugal","Export",6,,,,1.387,
"H3","HRV","280300","Croatia","ROM","Romania","Import",5,,0.079,6.001,0.449,0.722
"H3","HRV","280300","Croatia","RUS","Russian Federation","Import",5,197.503,23.238,30.058,129.662,
"H3","HRV","280300","Croatia","SER","Serbia, FR(Serbia/Montenegro)","Export",6,38.584,76.961,92.943,254.07,221.734
"H3","HRV","280300","Croatia","SER","Serbia, FR(Serbia/Montenegro)","Import",5,,0.678,1.471,,6.115
"H3","HRV","280300","Croatia","SVK","Slovak Republic","Import",5,,,,,33.581
"H3","HRV","280300","Croatia","SVN","Slovenia","Export",6,5.089,3.311,2.904,20.671,12.944
"H3","HRV","280300","Croatia","SVN","Slovenia","Import",5,3.265,3.005,66.34,363.871,0.155
"H3","HRV","280300","Croatia","SWE","Sweden","Import",5,286.633,,128.513,,
"H3","HRV","280300","Croatia","USA","United States","Import",5,,,,0.5,
"H3","HRV","280300","Croatia","WLD"," World","Export",6,188.68,85.636,109.99,336.33,234.678
"H3","HRV","280300","Croatia","WLD"," World","Import",5,2946.768,2212.347,3936.384,4531.224,4409.863
"H3","HUN","280300","Hungary","ARE","United Arab Emirates","Export",6,13598.731,13995.068,29796.078,31233.626,23710.104
"H3","HUN","280300","Hungary","ARE","United Arab Emirates","Import",5,,,,,0.036
"H3","HUN","280300","Hungary","ARG","Argentina","Export",6,15.84,15.96,15.96,57.385,
"H3","HUN","280300","Hungary","AUS","Australia","Export",6,,0.03,,,
"H3","HUN","280300","Hungary","AUS","Australia","Import",5,,,,,0.18
"H3","HUN","280300","Hungary","AUT","Austria","Export",6,110.728,1209.205,108.874,128.83,436.496
"H3","HUN","280300","Hungary","AUT","Austria","Import",5,61.904,245.095,135.965,58.718,706.7
"H3","HUN","280300","Hungary","AZE","Azerbaijan","Import",5,,,,,0.039
"H3","HUN","280300","Hungary","BEL","Belgium","Export",6,,385.389,349.935,74.376,151.607
"H3","HUN","280300","Hungary","BEL","Belgium","Import",5,336.392,2553.754,2543.724,1302.571,1073.716
"H3","HUN","280300","Hungary","BGR","Bulgaria","Export",6,3002.702,2573.541,3555,5032.133,7016.082
"H3","HUN","280300","Hungary","BIH","Bosnia and Herzegovina","Export",6,,,,0.017,0.093
"H3","HUN","280300","Hungary","BLR","Belarus","Import",5,,21.795,5062.681,9911.915,0.005
"H3","HUN","280300","Hungary","BRA","Brazil","Export",6,,40.407,3.883,131.195,34.804
"H3","HUN","280300","Hungary","BRA","Brazil","Import",5,,,,,0.054
"H3","HUN","280300","Hungary","CAN","Canada","Export",6,67.032,,,103.936,
"H3","HUN","280300","Hungary","CAN","Canada","Import",5,4.28,,1.169,0.411,0.336
"H3","HUN","280300","Hungary","CHE","Switzerland","Export",6,0.057,,4.729,0.037,20.732
"H3","HUN","280300","Hungary","CHE","Switzerland","Import",5,,,,,0.653
"H3","HUN","280300","Hungary","CHN","China","Export",6,0.358,51.004,180.086,278.885,0.655
"H3","HUN","280300","Hungary","CHN","China","Import",5,,0.89,15.713,103107.29,42712.575
"H3","HUN","280300","Hungary","CYP","Cyprus","Export",6,,,,0.009,
"H3","HUN","280300","Hungary","CZE","Czech Republic","Export",6,7642.768,3503.771,1844.212,2741.846,1902.362
"H3","HUN","280300","Hungary","CZE","Czech Republic","Import",5,2617.798,11323.787,9970.167,24959.97,27930.626
"H3","HUN","280300","Hungary","DEU","Germany","Export",6,27752.147,18142.322,22310.429,29724.98,24491.856
"H3","HUN","280300","Hungary","DEU","Germany","Import",5,2039.845,1145.096,1201.314,7708.014,2534.58
"H3","HUN","280300","Hungary","ECU","Ecuador","Export",6,62.948,62.992,,,
"H3","HUN","280300","Hungary","EGY","Egypt, Arab Rep.","Export",6,38.052,,,,
"H3","HUN","280300","Hungary","EGY","Egypt, Arab Rep.","Import",5,794.794,452.416,2262.806,6031.76,12117.519
"H3","HUN","280300","Hungary","ESP","Spain","Export",6,10355.133,5389.244,3127.031,19427.855,7969.25
"H3","HUN","280300","Hungary","ESP","Spain","Import",5,,47.432,59.907,1156.158,80.737
"H3","HUN","280300","Hungary","FIN","Finland","Export",6,839.963,,223.023,0.067,0.017
"H3","HUN","280300","Hungary","FRA","France","Export",6,10501.937,6930.513,9520.707,20855.504,11785.523
"H3","HUN","280300","Hungary","FRA","France","Import",5,278.533,605.567,19.65,591.861,
"H3","HUN","280300","Hungary","GBR","United Kingdom","Export",6,758.715,327.75,613.421,324.242,71.227
"H3","HUN","280300","Hungary","GBR","United Kingdom","Import",5,1.142,,17.411,0.225,1.951
"H3","HUN","280300","Hungary","GRC","Greece","Export",6,307.425,495.346,241.841,343.886,141.607
"H3","HUN","280300","Hungary","HKG","Hong Kong, China","Import",5,,,,,0.159
"H3","HUN","280300","Hungary","HRV","Croatia","Export",6,1355.258,1895.082,2704.914,2095.361,2420.727
"H3","HUN","280300","Hungary","HRV","Croatia","Import",5,142.821,4.843,,18.828,
"H3","HUN","280300","Hungary","IND","India","Export",6,,1342.782,676.393,0.2,0.057
"H3","HUN","280300","Hungary","IND","India","Import",5,0.196,452.092,27.133,55.907,4344.431
"H3","HUN","280300","Hungary","ISR","Israel","Import",5,,0.304,,,0.05
"H3","HUN","280300","Hungary","ITA","Italy","Export",6,7658.235,9396.924,13161.701,20183.999,4924.958
"H3","HUN","280300","Hungary","ITA","Italy","Import",5,209.291,301.662,407.679,780.883,714.461
"H3","HUN","280300","Hungary","JPN","Japan","Export",6,,0.1,1.465,3.518,
"H3","HUN","280300","Hungary","JPN","Japan","Import",5,813.79,2473.103,3697.178,8769.593,5510.154
"H3","HUN","280300","Hungary","KAZ","Kazakhstan","Export",6,,20.473,70.53,,
"H3","HUN","280300","Hungary","KAZ","Kazakhstan","Import",5,,,,,0.002
"H3","HUN","280300","Hungary","KOR","Korea, Rep.","Export",6,192.78,103.32,3.826,231.665,22.565
"H3","HUN","280300","Hungary","KOR","Korea, Rep.","Import",5,299.165,2211.47,3983.88,3524.491,6049.905
"H3","HUN","280300","Hungary","MAC","Macao","Import",5,,,,,0.012
"H3","HUN","280300","Hungary","MAR","Morocco","Export",6,11.394,19.783,12.746,,15.993
"H3","HUN","280300","Hungary","MDA","Moldova","Export",6,4.484,4.78,,,3.41
"H3","HUN","280300","Hungary","MEX","Mexico","Export",6,,,34.2,,58.837
"H3","HUN","280300","Hungary","NLD","Netherlands","Export",6,2299.881,1540.55,1908.642,1964.395,2291.036
"H3","HUN","280300","Hungary","NLD","Netherlands","Import",5,2247.92,1134.719,596.522,743.669,367.864
"H3","HUN","280300","Hungary","NOR","Norway","Export",6,0.172,,,,
"H3","HUN","280300","Hungary","OAS","Other Asia, nes","Import",5,,,,,0.11
"H3","HUN","280300","Hungary","POL","Poland","Export",6,10620.61,11895.155,17912.677,40118.027,26847.451
"H3","HUN","280300","Hungary","POL","Poland","Import",5,17136.311,11000.617,13886.469,16144.696,17951.593
"H3","HUN","280300","Hungary","PRT","Portugal","Export",6,,20.139,167.36,,
"H3","HUN","280300","Hungary","ROM","Romania","Export",6,35871.941,45181.457,53227.74,61873.881,52412.851
"H3","HUN","280300","Hungary","ROM","Romania","Import",5,,51.769,291.747,1198.745,165.718
"H3","HUN","280300","Hungary","RUS","Russian Federation","Export",6,573.874,161.782,6.184,,
"H3","HUN","280300","Hungary","RUS","Russian Federation","Import",5,81754.229,64323.765,87146.276,50466.694,25195.956
"H3","HUN","280300","Hungary","SAU","Saudi Arabia","Export",6,4414.736,2715.65,3800.882,1565.507,4388.634
"H3","HUN","280300","Hungary","SER","Serbia, FR(Serbia/Montenegro)","Export",6,8448.291,3851.435,6820.166,10201.271,26787.072
"H3","HUN","280300","Hungary","SER","Serbia, FR(Serbia/Montenegro)","Import",5,74.58,,20.576,531.013,
"H3","HUN","280300","Hungary","SVK","Slovak Republic","Export",6,23213.728,13019.589,18391.363,22712.903,29600.113
"H3","HUN","280300","Hungary","SVK","Slovak Republic","Import",5,51.666,219.981,7.747,3.48,
"H3","HUN","280300","Hungary","SVN","Slovenia","Export",6,1010.535,802.498,604.39,811.629,935.267
"H3","HUN","280300","Hungary","SVN","Slovenia","Import",5,1138.46,203.686,62.744,216.177,56.323
"H3","HUN","280300","Hungary","SWE","Sweden","Export",6,798.04,892.898,556.708,329.533,
"H3","HUN","280300","Hungary","SWE","Sweden","Import",5,,,,,233.32
"H3","HUN","280300","Hungary","THA","Thailand","Export",6,181.324,737.084,31.352,,27.126
"H3","HUN","280300","Hungary","THA","Thailand","Import",5,,,,,0.1
"H3","HUN","280300","Hungary","TUR","Turkey","Export",6,22920.503,7807.174,3622.072,7962.221,9827.755
"H3","HUN","280300","Hungary","TUR","Turkey","Import",5,30.053,141.138,102.888,0.009,83.999
"H3","HUN","280300","Hungary","UKR","Ukraine","Export",6,23.373,80.973,70.007,,20.036
"H3","HUN","280300","Hungary","UKR","Ukraine","Import",5,7015.197,5722.704,7133.008,4948.378,5.172
"H3","HUN","280300","Hungary","UNS","Unspecified","Import",5,,,,,0.017
"H3","HUN","280300","Hungary","USA","United States","Export",6,0.769,14.046,91.491,23.623,28.621
"H3","HUN","280300","Hungary","USA","United States","Import",5,5.446,1.515,24.163,69.431,10.073
"H3","HUN","280300","Hungary","VNM","Vietnam","Export",6,,,,1.168,2.263
"H3","HUN","280300","Hungary","WLD"," World","Export",6,194654.464,154673.233,195820.051,280537.71,238347.187
"H3","HUN","280300","Hungary","WLD"," World","Import",5,117053.813,104639.2,138678.517,248172.762,147849.124
"H3","HUN","280300","Hungary","ZAF","South Africa","Export",6,,47.017,48.033,,
"H3","HUN","280300","Hungary","ZAF","South Africa","Import",5,,,,5871.875,
"H3","IDN","280300","Indonesia","ARE","United Arab Emirates","Export",6,,36.432,48.753,,
"H3","IDN","280300","Indonesia","ARE","United Arab Emirates","Import",5,1026.24,814.011,1934.806,4254.511,7524.732
"H3","IDN","280300","Indonesia","AUS","Australia","Export",6,41.005,109.019,95.829,139.87,24.498
"H3","IDN","280300","Indonesia","AUS","Australia","Import",5,0.337,0.057,9.124,23.856,18.297
"H3","IDN","280300","Indonesia","BEL","Belgium","Import",5,95.778,69.002,76.328,10.309,45.008
"H3","IDN","280300","Indonesia","BGD","Bangladesh","Export",6,2.81,,,,
"H3","IDN","280300","Indonesia","BRA","Brazil","Export",6,2.195,,0.113,,
"H3","IDN","280300","Indonesia","BRA","Brazil","Import",5,,,63.748,,
"H3","IDN","280300","Indonesia","CAN","Canada","Import",5,892.4,641.493,929.24,954.299,956.002
"H3","IDN","280300","Indonesia","CHE","Switzerland","Import",5,11.822,,,,20.52
"H3","IDN","280300","Indonesia","CHN","China","Export",6,39.738,28.382,0.019,0.046,28.392
"H3","IDN","280300","Indonesia","CHN","China","Import",5,139405.307,78985.79,148878.83,155442.114,118731.421
"H3","IDN","280300","Indonesia","COL","Colombia","Import",5,122.804,,,,
"H3","IDN","280300","Indonesia","CZE","Czech Republic","Import",5,,471.326,483.375,4.221,0.888
"H3","IDN","280300","Indonesia","DEU","Germany","Export",6,,,,,2.67
"H3","IDN","280300","Indonesia","DEU","Germany","Import",5,2134.194,1246.347,2994.922,3597.96,2733.094
"H3","IDN","280300","Indonesia","DNK","Denmark","Import",5,0.064,,3.701,1.014,6.898
"H3","IDN","280300","Indonesia","EGY","Egypt, Arab Rep.","Import",5,0.113,,14.066,,
"H3","IDN","280300","Indonesia","FRA","France","Import",5,310.842,122.034,105.486,14.8,
"H3","IDN","280300","Indonesia","GBR","United Kingdom","Import",5,11.921,,6.058,5.96,
"H3","IDN","280300","Indonesia","GUY","Guyana","Export",6,1.068,,1.162,1.501,2.127
"H3","IDN","280300","Indonesia","HKG","Hong Kong, China","Import",5,30.996,0.623,54.325,19.52,291.245
"H3","IDN","280300","Indonesia","IDN","Indonesia","Import",5,,0,,0,
"H3","IDN","280300","Indonesia","IND","India","Export",6,3011.268,1129.782,1054.116,1240.579,4039.273
"H3","IDN","280300","Indonesia","IND","India","Import",5,12556.969,4931.844,12494.448,14316.851,19225.841
"H3","IDN","280300","Indonesia","IRN","Iran, Islamic Rep.","Import",5,44.528,23.276,233.249,179.861,96.835
"H3","IDN","280300","Indonesia","ITA","Italy","Export",6,,,0.005,0.007,0.049
"H3","IDN","280300","Indonesia","ITA","Italy","Import",5,12.948,1.804,4.84,,0.223
"H3","IDN","280300","Indonesia","JPN","Japan","Export",6,0.365,0.111,0.2,76.944,26.242
"H3","IDN","280300","Indonesia","JPN","Japan","Import",5,13107.799,9401.78,14138.102,13971.705,12584.666
"H3","IDN","280300","Indonesia","KEN","Kenya","Import",5,,,15.505,,
"H3","IDN","280300","Indonesia","KOR","Korea, Rep.","Export",6,,0.108,,,0.001
"H3","IDN","280300","Indonesia","KOR","Korea, Rep.","Import",5,68983.931,51032.655,101511.332,138844.973,111236.205
"H3","IDN","280300","Indonesia","LKA","Sri Lanka","Export",6,,6.925,99.485,,142.352
"H3","IDN","280300","Indonesia","MEX","Mexico","Import",5,,,13.483,,
"H3","IDN","280300","Indonesia","MMR","Myanmar","Export",6,417.883,436.125,,0.373,147.768
"H3","IDN","280300","Indonesia","MYS","Malaysia","Export",6,5995.633,3494.279,2994.828,2618.788,6204.857
"H3","IDN","280300","Indonesia","MYS","Malaysia","Import",5,164.099,19.19,303.299,162.344,45.581
"H3","IDN","280300","Indonesia","NLD","Netherlands","Import",5,407.847,200.549,143.332,104.693,232.644
"H3","IDN","280300","Indonesia","NPL","Nepal","Export",6,,,,,23.365
"H3","IDN","280300","Indonesia","NZL","New Zealand","Export",6,74.957,,82.221,54.549,
"H3","IDN","280300","Indonesia","OAS","Other Asia, nes","Export",6,24.037,71.55,97.02,,
"H3","IDN","280300","Indonesia","OAS","Other Asia, nes","Import",5,11742.849,7375.999,13423.314,17306.913,14536.829
"H3","IDN","280300","Indonesia","PAK","Pakistan","Import",5,,,,0.166,
"H3","IDN","280300","Indonesia","PER","Peru","Import",5,0.06,,,,
"H3","IDN","280300","Indonesia","PHL","Philippines","Export",6,350.769,288.384,52.84,1029.181,287.011
"H3","IDN","280300","Indonesia","PHL","Philippines","Import",5,1.99,3.152,6.336,10.003,8.878
"H3","IDN","280300","Indonesia","PNG","Papua New Guinea","Export",6,20.244,,,,
"H3","IDN","280300","Indonesia","RUS","Russian Federation","Import",5,8.49,6.514,23.711,24.424,237.149
"H3","IDN","280300","Indonesia","SGP","Singapore","Export",6,61.931,54.984,137.316,66.511,38.681
"H3","IDN","280300","Indonesia","SGP","Singapore","Import",5,2969.716,3088.211,3145.665,4410.433,2968.799
"H3","IDN","280300","Indonesia","SWE","Sweden","Import",5,,,,,24.02
"H3","IDN","280300","Indonesia","SYC","Seychelles","Import",5,55.334,72.355,257.18,117,
"H3","IDN","280300","Indonesia","THA","Thailand","Export",6,9353.882,7127.091,12060.805,16904.053,12071.966
"H3","IDN","280300","Indonesia","THA","Thailand","Import",5,16575.395,9894.86,19652.073,20083.683,20889.071
"H3","IDN","280300","Indonesia","TMP","East Timor","Export",6,,,2.8,,
"H3","IDN","280300","Indonesia","TUR","Turkey","Import",5,,0.189,0.096,,337.046
"H3","IDN","280300","Indonesia","USA","United States","Export",6,0.001,,,0.006,0.861
"H3","IDN","280300","Indonesia","USA","United States","Import",5,3874.993,3141.258,3450.892,2461.457,2480.409
"H3","IDN","280300","Indonesia","VEN","Venezuela","Import",5,,,,,28.188
"H3","IDN","280300","Indonesia","VNM","Vietnam","Export",6,114.375,811.451,772.584,970.061,3084.683
"H3","IDN","280300","Indonesia","VNM","Vietnam","Import",5,,10.656,2.47,,18.634
"H3","IDN","280300","Indonesia","WLD"," World","Export",6,19512.162,13594.624,17500.096,23102.468,26124.797
"H3","IDN","280300","Indonesia","WLD"," World","Import",5,274631.066,171554.975,324373.336,376323.07,315279.123
"H3","IDN","280300","Indonesia","ZAF","South Africa","Import",5,81.3,,,,
"H3","IND","280300","India","AFG","Afghanistan","Export",6,,2.779,10.506,2.313,8.978
"H3","IND","280300","India","AGO","Angola","Export",6,8.546,24.133,0.037,18.336,
"H3","IND","280300","India","ARE","United Arab Emirates","Export",6,12580.069,10454.853,58708.475,22783.976,30278.336
"H3","IND","280300","India","ARE","United Arab Emirates","Import",5,7797.835,11001.17,22579.828,22560.339,21989.988
"H3","IND","280300","India","ARG","Argentina","Export",6,87.591,132.174,2804.901,184.829,9.09
"H3","IND","280300","India","ARG","Argentina","Import",5,2188.158,799.664,2042.826,,
"H3","IND","280300","India","ARM","Armenia","Export",6,,,1.242,,
"H3","IND","280300","India","AUS","Australia","Export",6,5020.1,3470.169,5523.956,4222.594,3262.427
"H3","IND","280300","India","AUS","Australia","Import",5,2.164,105.146,12.431,5.747,17.354
"H3","IND","280300","India","AUT","Austria","Export",6,,,,,102.845
"H3","IND","280300","India","AUT","Austria","Import",5,,36.931,47.693,,51.461
"H3","IND","280300","India","AZE","Azerbaijan","Export",6,,,227.189,17.786,58.136
"H3","IND","280300","India","BDI","Burundi","Export",6,1.543,,,,
"H3","IND","280300","India","BEL","Belgium","Export",6,533.647,623.473,830.478,1406.665,2490.564
"H3","IND","280300","India","BEL","Belgium","Import",5,1183.536,1463.757,4112.553,1815.667,661.107
"H3","IND","280300","India","BFA","Burkina Faso","Export",6,0.05,0.066,,,
"H3","IND","280300","India","BGD","Bangladesh","Export",6,5901.456,3121.712,9439.17,11007.259,12764.322
"H3","IND","280300","India","BGD","Bangladesh","Import",5,,,,,5.054
"H3","IND","280300","India","BGR","Bulgaria","Export",6,,10.979,,,
"H3","IND","280300","India","BGR","Bulgaria","Import",5,,18.652,0.747,,1.142
"H3","IND","280300","India","BHR","Bahrain","Export",6,10.133,16.405,5.642,50.669,30.966
"H3","IND","280300","India","BHR","Bahrain","Import",5,,71.315,8.205,,
"H3","IND","280300","India","BLR","Belarus","Export",6,0.059,,2.201,4.882,3.264
"H3","IND","280300","India","BLR","Belarus","Import",5,,,276.945,,59.575
"H3","IND","280300","India","BRA","Brazil","Export",6,190.794,121.575,259.99,3075.733,1890.045
"H3","IND","280300","India","BRA","Brazil","Import",5,0.901,0.987,0.087,,
"H3","IND","280300","India","BTN","Bhutan","Export",6,0.614,0.379,0.198,1.192,0.587
"H3","IND","280300","India","BWA","Botswana","Export",6,,,0.016,,0.019
"H3","IND","280300","India","CAN","Canada","Export",6,469.77,520.153,878.543,1327.402,1193.695
"H3","IND","280300","India","CAN","Canada","Import",5,1797.658,1146.294,2071.705,2635.922,3053.763
"H3","IND","280300","India","CHE","Switzerland","Export",6,0.223,0.198,,0.157,
"H3","IND","280300","India","CHE","Switzerland","Import",5,315.107,232.857,1254.954,294.625,94.53
"H3","IND","280300","India","CHL","Chile","Export",6,,31.586,148.065,,313.855
"H3","IND","280300","India","CHN","China","Export",6,3229.849,1063.459,1909.919,666.317,921.628
"H3","IND","280300","India","CHN","China","Import",5,82671.038,30613.117,52024.847,30635.759,38645.691
"H3","IND","280300","India","CIV","Cote d'Ivoire","Export",6,5.915,,3.327,,
"H3","IND","280300","India","CMR","Cameroon","Export",6,10.28,6.476,,2.548,
"H3","IND","280300","India","COG","Congo, Rep.","Export",6,,,0.043,,0.434
"H3","IND","280300","India","COL","Colombia","Export",6,17.143,74.923,53.19,39.533,34.764
"H3","IND","280300","India","COL","Colombia","Import",5,5524.921,303.945,153.832,,
"H3","IND","280300","India","CUW","Curaçao","Export",6,3.889,,,,
"H3","IND","280300","India","CUW","Curaçao","Import",5,,3.421,,32.422,
"H3","IND","280300","India","CZE","Czech Republic","Export",6,0.041,13.929,,2.926,270.796
"H3","IND","280300","India","CZE","Czech Republic","Import",5,338.561,56.591,7.453,,467.138
"H3","IND","280300","India","DEU","Germany","Export",6,541.131,564.078,530.226,13231.774,12358.545
"H3","IND","280300","India","DEU","Germany","Import",5,4264.617,3250.855,3750.234,5254.216,14119.963
"H3","IND","280300","India","DJI","Djibouti","Export",6,,,41.755,453.927,30.476
"H3","IND","280300","India","DMA","Dominica","Export",6,,,,1.125,
"H3","IND","280300","India","DNK","Denmark","Export",6,,,0.281,,
"H3","IND","280300","India","DNK","Denmark","Import",5,59.384,83.524,105.893,104.131,82.168
"H3","IND","280300","India","DOM","Dominican Republic","Export",6,,,,,1.081
"H3","IND","280300","India","DZA","Algeria","Export",6,44.436,28.339,,122.329,511.515
"H3","IND","280300","India","ECU","Ecuador","Export",6,,8.257,,,
"H3","IND","280300","India","EGY","Egypt, Arab Rep.","Export",6,75.536,27.022,539.134,136.631,573.242
"H3","IND","280300","India","EGY","Egypt, Arab Rep.","Import",5,5033.648,1743.322,8264.332,2466.578,701.649
"H3","IND","280300","India","ESP","Spain","Export",6,1024.575,1159.565,825.926,3246.672,2626.115
"H3","IND","280300","India","ESP","Spain","Import",5,59.192,32.507,63.355,78.693,83.114
"H3","IND","280300","India","EST","Estonia","Export",6,0.182,,,,7.731
"H3","IND","280300","India","ETH","Ethiopia(excludes Eritrea)","Export",6,74.303,8.639,92.548,118.611,1591.555
"H3","IND","280300","India","FIN","Finland","Export",6,,1.023,0.08,91.017,258.408
"H3","IND","280300","India","FJI","Fiji","Export",6,0.929,0.559,,0.01,
"H3","IND","280300","India","FRA","France","Export",6,150.066,141.144,232.307,764.637,1993.295
"H3","IND","280300","India","FRA","France","Import",5,430.525,284.352,798.457,199.049,372.682
"H3","IND","280300","India","GAB","Gabon","Export",6,,,,0.008,0.006
"H3","IND","280300","India","GBR","United Kingdom","Export",6,566.475,651.886,1226.752,1872.766,6766.967
"H3","IND","280300","India","GBR","United Kingdom","Import",5,849.616,771.667,994.601,1189.732,1007.778
"H3","IND","280300","India","GEO","Georgia","Export",6,,,,266.618,413.029
"H3","IND","280300","India","GHA","Ghana","Export",6,6.74,6.7,39.199,18.178,18.298
"H3","IND","280300","India","GIN","Guinea","Export",6,,,,,0.071
"H3","IND","280300","India","GMB","Gambia, The","Export",6,,,0.475,2.403,
"H3","IND","280300","India","GRC","Greece","Export",6,779.093,165.662,470.559,1886.871,4464.662
"H3","IND","280300","India","GTM","Guatemala","Export",6,81.403,84.233,1.034,41.381,
"H3","IND","280300","India","GUY","Guyana","Export",6,,,0.327,,0.239
"H3","IND","280300","India","HKG","Hong Kong, China","Export",6,1.505,,,2.608,
"H3","IND","280300","India","HKG","Hong Kong, China","Import",5,305.25,84.824,188.87,632.675,0.055
"H3","IND","280300","India","HND","Honduras","Export",6,,,14.017,,
"H3","IND","280300","India","HRV","Croatia","Export",6,88.032,,,,32.449
"H3","IND","280300","India","HTI","Haiti","Export",6,,,2.053,3.18,
"H3","IND","280300","India","HUN","Hungary","Export",6,0.148,263.893,,,
"H3","IND","280300","India","HUN","Hungary","Import",5,0.119,140.767,1608.005,209.396,
"H3","IND","280300","India","IDN","Indonesia","Export",6,12435.136,4434.198,13429.141,13481.5,19355.949
"H3","IND","280300","India","IDN","Indonesia","Import",5,3376.445,1096.938,1449.301,1465.437,3830.232
"H3","IND","280300","India","IND","India","Import",5,,,,,0
"H3","IND","280300","India","IRL","Ireland","Export",6,0.001,,,,
"H3","IND","280300","India","IRN","Iran, Islamic Rep.","Export",6,26.55,10.159,18.022,61.125,69.533
"H3","IND","280300","India","IRN","Iran, Islamic Rep.","Import",5,454.819,178.505,19.565,,1246.966
"H3","IND","280300","India","IRQ","Iraq","Export",6,0.02,0.363,0.367,0.244,
"H3","IND","280300","India","ISR","Israel","Export",6,79.989,39.996,20.107,379.354,1414.752
"H3","IND","280300","India","ISR","Israel","Import",5,49.83,95.006,301.069,224.298,418.611
"H3","IND","280300","India","ITA","Italy","Export",6,276.556,345.329,281.804,3916.912,1607.476
"H3","IND","280300","India","ITA","Italy","Import",5,40.276,21.543,222.092,93.444,66.71
"H3","IND","280300","India","JOR","Jordan","Export",6,33.458,1.349,14.568,42.81,67.444
"H3","IND","280300","India","JOR","Jordan","Import",5,,,,,37.155
